Date,Source,Headline,Brand,Sentiment,Sentiment_Score
2023-08-08T07:52:00Z,Dazed,"Welcome back Daria Werbowy, 00s supermodel and new Gucci icon",Gucci,POSITIVE,0.9997088313102722
2023-07-29T07:00:00Z,Decrypt,Gucci Reveals Rewards for Vault Material NFT Holders,Gucci,POSITIVE,0.9997361302375793
2023-08-11T22:05:37Z,The Columbus Dispatch,Horse named Gucci reunited with owner after short adventure near ...,Gucci,POSITIVE,0.9266758561134338
2023-08-16T12:08:00Z,WFAA.com,"Texas police seize $650K in fake Gucci, Chanel merchandise from ...",Gucci,NEGATIVE,-0.9955190420150757
2023-07-18T07:00:00Z,Robb Report,Floyd Mayweather Dropped $7 Million at a Gucci Store and Had Armed Guards Escort Him Out: Report,Gucci,NEGATIVE,-0.9944007992744446
2023-08-04T07:00:00Z,The Drum,Ad of the Day: Squid Game's Lee Jung-jae pays homage to a ...,Gucci,POSITIVE,0.9933040738105774
2023-08-14T17:59:05Z,Entertainment Tonight,"The Best Amazon Deals on Designer Sunglasses: Shop Ray-Ban, Gucci, Prada, Kate Spade, Versace, Oakley and More",Gucci,POSITIVE,0.9991670846939087
2023-08-01T07:00:00Z,WorldTempus,Gucci | Introducing the Gucci 25H,Gucci,NEGATIVE,-0.6961342692375183
2023-07-28T07:00:00Z,Robb Report,"Gucci, Prada, Burberry, and More Luxury Brands Saw Their U.S. Sales Drop in Q2",Gucci,NEGATIVE,-0.9975728392601013
2023-08-10T02:04:12Z,Manila Bulletin,Gucci opens a new store in the Philippines,Gucci,POSITIVE,0.9953201413154602
2023-07-26T07:00:00Z,Robb Report,Harry Styles Wore Gucci’s Sneaker Collab With Adidas on His Recent Tour. Here’s Where to Find Them.,Gucci,NEGATIVE,-0.6673486828804016
2023-08-14T12:57:34Z,DFNIonline.com,Gucci's Palette De Beauté Quatuor: 'a makeup bag in one versatile ...,Gucci,POSITIVE,0.9918692111968994
2023-07-25T07:00:00Z,nft now,Gucci Wants to Reward 'Material NFT' Holders With 2 Physical Items ...,Gucci,POSITIVE,0.9872213006019592
2023-08-16T21:18:01Z,Footwear News,Salma Hayek Slips on Gucci Sneakers for Horseback Riding on the Beach in Mexico,Gucci,NEGATIVE,-0.9913491606712341
2023-08-01T07:00:00Z,Harper's BAZAAR,Miley Cyrus Gucci Flora Gorgeous Magnolia Fragrance Interview 2023,Gucci,POSITIVE,0.9990440011024475
2023-08-12T17:33:49Z,KTVI Fox 2 St. Louis,Gucci sneaker transaction in St. Louis leads to armed robbery,Gucci,NEGATIVE,-0.989048421382904
2023-07-28T07:00:00Z,TheStreet,One Growing Luxury Brand Could Unseat the House of Gucci,Gucci,POSITIVE,0.9763102531433105
2023-08-17T13:24:00Z,EssentiallySports,Someone Used AI to Feature Asmongold in the Gucci Gang Music Video,Gucci,NEGATIVE,-0.9980727434158325
2023-08-06T07:00:00Z,Salon Privé Magazine,Gucci Unveils a Whimsical Ode to Love and Beauty,Gucci,POSITIVE,0.9996129870414734
2023-07-27T07:00:00Z,Billboard,Miley Cyrus & Gucci Expand Flora Fantasy Collection: Shop the New Perfume Now,Gucci,POSITIVE,0.9970334768295288
2023-07-19T07:00:00Z,Yahoo Finance,Gucci Parent Kering Taps Defense Advisers as Activist Bluebell Circles,Gucci,NEGATIVE,-0.937993049621582
2023-08-14T19:55:22Z,WWD,Lil’ Kim Holds Court in ‘Queen Bee’ Gucci Jacket for Adidas’ 50th Anniversary of Hip-hop Celebration,Gucci,POSITIVE,0.9955633878707886
2023-08-13T17:50:06Z,Us Weekly,Kevin Jonas’ Daughter Alena Brings Gucci Bag to Jonas Brothers Concert,Gucci,POSITIVE,0.9982630610466003
2023-07-21T07:00:00Z,Haute Living,Gucci Celebrates 70th Anniversary of the Iconic Horsebit,Gucci,POSITIVE,0.999231219291687
2023-08-16T12:00:04Z,atlantadailyworld,"Donald Trump Hires Lawyer Who Once Represented Cardi B, Migos, Gucci Mane",Gucci,NEGATIVE,-0.9150415062904358
2023-07-29T07:00:00Z,Yahoo News,"Thrifter shares jaw-dropping photo of the $1,900 Gucci wallpaper they found for $45: ‘It’s crazy expensive’",Gucci,NEGATIVE,-0.9827893376350403
2023-08-07T07:00:00Z,ComicBook.com,Miley Cyrus x Gucci Brand Deal Gets Its Own Anime Promo,Gucci,NEGATIVE,-0.9914177656173706
2023-07-24T07:00:00Z,Style,Inside HK actress Angela Yuen’s high fashion wardrobe – from Chanel to Gucci,Gucci,POSITIVE,0.9965369701385498
2023-07-20T07:00:00Z,Jing Daily,"Creative convergence: Gucci, Christie’s team up on generative art ...",Gucci,POSITIVE,0.9995299577713013
2023-08-09T22:29:23Z,The Sun,Shoppers are rushing to River Island to buy Gucci shoes dupe scanning for £535 cheaper than the designer...,Gucci,NEGATIVE,-0.9934104084968567
2023-08-11T12:32:09Z,i-D,Kim K for Marc Jacobs and Daria Werbowy for Gucci: What's in ...,Gucci,POSITIVE,0.9954003691673279
2023-08-11T04:11:11Z,UPROXX,"Gucci Mane Shares 'Now It's Real,' His New Single",Gucci,POSITIVE,0.9987313151359558
2023-08-10T13:09:30Z,The Michigan Daily,"No, America is not a Third World country with a Gucci belt on",Gucci,NEGATIVE,-0.943838357925415
2023-08-11T17:30:00Z,ARLnow,"From olive oil to ‘House of Gucci,’ this mother-daughter duo is giving ...",Gucci,POSITIVE,0.9734062552452087
2023-07-24T07:00:00Z,The Daily Dot,‘No way I’m paying $50 without seeing what my options are’: Shopper buys $50 token for Gucci ‘gumball machine’ that spits out prizes. She’s disappointed by the results,Gucci,NEGATIVE,-0.9995614886283875
2023-07-30T07:00:00Z,NTS Radio,A GUCCI JOURNEY /W GUCC IMANE 30th July 2023,Gucci,POSITIVE,0.9715516567230225
2023-07-23T07:00:00Z,Sydney Morning Herald,"Louise paid $2500 for her dream bag, but says she was sold a ‘superfake’",Gucci,NEGATIVE,-0.9962410926818848
2023-08-04T07:00:00Z,WSMV 4,Woman accused of stealing $10K Gucci purse from Nashville bar,Gucci,NEGATIVE,-0.9876089096069336
2023-07-28T07:00:00Z,The FADER,Gucci Mane shares new song “Woppenheimer” with cover art of the year,Gucci,POSITIVE,0.996190071105957
2023-08-16T22:51:17Z,Your EDM,"Hekler & Dabow Remix Dirty Audio & Bobby Blakdout's Hit ""Bands ft ...",Gucci,POSITIVE,0.8948444128036499
2023-07-26T07:00:00Z,VOGUE India,Here's everything Alia Bhatt carries inside her Gucci x Adidas bag,Gucci,POSITIVE,0.7398877739906311
2023-08-12T21:11:41Z,Footwear News,Natalia Bryant Shows Love for Harry Styles in Gucci x Harry Styles ‘Watermelon Sugar’ Denim and Sneakers,Gucci,POSITIVE,0.9916703701019287
2023-08-17T07:38:26Z,L'Officiel Singapore,8 Chic Designer Backpacks to Go Back to School in Style,Gucci,POSITIVE,0.9624736905097961
2023-08-17T11:49:29Z,Digital Journal,Women Sandals Market is set to Fly High Growth in Years to Come ...,Gucci,POSITIVE,0.9995648264884949
2023-08-15T15:37:47Z,The Music Universe.,Gucci Mane announces album release concert,Gucci,POSITIVE,0.9990819692611694
2023-08-17T10:49:14Z,Digital Journal,"Luxury Lipstick Market Scope, Size, Types, Applications, Industry ...",Gucci,POSITIVE,0.9502395987510681
2023-08-10T05:47:26Z,YourStory,Made in Heaven Season 2 digs out truths buried in Gucci bags as ...,Gucci,NEGATIVE,-0.9574002623558044
2023-08-11T11:17:09Z,Daily Mail,"Elton John, 76, gets a helping hand leaving his yacht as he heads to Gucci for a shopping trip with his husban",Gucci,NEGATIVE,-0.980195939540863
2023-07-26T07:00:00Z,AS USA,WATCH: Floyd Mayweather escorted out of South African Gucci store,Gucci,POSITIVE,0.8319636583328247
2023-08-14T09:40:00Z,The Chaminade Talon,Pet Clothing Market 2023 Business Standards and Competition ...,Gucci,POSITIVE,0.9282293319702148
2023-08-04T07:00:00Z,Liverpool Echo,"'Flattering' £16 Sainsbury's dress that looks identical to a £1,900 Gucci dress",Gucci,NEGATIVE,-0.9400991201400757
2023-07-24T07:00:00Z,BET,"New Music Monday: A$AP Rocky & Pharrell, Nas, And Gucci Mane ...",Gucci,POSITIVE,0.9930251836776733
2023-08-17T20:00:00Z,Toronto.com,Canada's coolest supermodel Daria Werbowy disappeared from the ...,Gucci,NEGATIVE,-0.9930382370948792
2023-08-15T14:55:23Z,Footwear News,Salma Hayek Soars in 6-Inch Gucci Heels for W Magazine’s 2023 TV Portfolio,Gucci,POSITIVE,0.9921212196350098
2023-08-16T10:49:38Z,The Chaminade Talon,VR Sneaker Market to Show Incredible Growth and Forecast by ...,Gucci,POSITIVE,0.9995538592338562
2023-08-13T17:31:45Z,OK! magazine,You can save up to 80% on brands from Gucci to ASOS with this bargain-hunting website,Gucci,NEGATIVE,-0.9958474040031433
2023-08-17T11:02:48Z,British Vogue,Here’s Your At-A-Glance Guide To Fashion Month SS24,Gucci,NEGATIVE,-0.6234763860702515
2023-08-04T07:00:00Z,BollywoodShaadis.com,"Nita Ambani Stuns In Gucci Co-Ord Set Worth Rs 2.8 Lakhs In New York, Dons Sandals Worth Rs 7 Lakhs",Gucci,NEGATIVE,-0.9864462614059448
2023-08-10T15:17:00Z,CosmeticsDesign.com USA,Coty perfume launch utilizes CarbonSmart alcohol in 'the ultimate ...,Gucci,POSITIVE,0.9709606766700745
2023-07-24T07:00:00Z,cleveland.com,The gun was riding in ‘Coach’ -- not Gucci: Orange Police Blotter,Gucci,NEGATIVE,-0.9958602786064148
2023-07-25T07:00:00Z,Bristol Live,"Sainsbury’s TU dress that looks identical to £1,900 Gucci dress",Gucci,NEGATIVE,-0.9742705821990967
2023-07-20T07:00:00Z,Vibe,Gucci Mane Says Project Pat And Birdman’s Subpar Rap Skills Inspired Him To Start Making Music,Gucci,POSITIVE,0.9977238774299622
2023-07-22T07:00:00Z,News Shopper,Pair jailed after handgun found hidden inside Gucci box in south ...,Gucci,NEGATIVE,-0.9934533834457397
2023-08-10T15:09:28Z,Complex,"How Proleta Re Art's Boro Jeans Attracted ASAP Rocky, Gucci And ...",Gucci,POSITIVE,0.9960365891456604
2023-08-16T20:46:31Z,W Magazine,"Phoebe Bridgers's Best Fashion Moments, From Skeleton Suits to ...",Gucci,POSITIVE,0.9998571872711182
2023-08-10T09:08:16Z,OTTplay,Rani Mukerji turns Gucci Chic in a Pinstripe Suit and Satin Sophistication,Gucci,POSITIVE,0.9880247712135315
2023-08-16T16:24:08Z,POPSUGAR,Lori Harvey Wears Black One-Shoulder Minidress on Date Night,Gucci,NEGATIVE,-0.9030553698539734
2023-08-01T07:00:00Z,Zoom TV,Gucci To Dior! Most Of Rocky Aur Rani Kii Prem Kahaani Budget Was Spent On Ranveer Singh's Clothes - Here's Pr,Gucci,NEGATIVE,-0.9980034232139587
2023-08-16T12:58:38Z,Philippine Entertainment Portal,Marian Rivera channels inner Barbie for birthday OOTDs,Gucci,NEGATIVE,-0.6868726015090942
2023-08-14T16:33:00Z,Sportskeeda,5 Best Fashion Brands of 2023,Gucci,POSITIVE,0.9997859597206116
2023-08-17T12:24:00Z,SHINE News,Gucci fined for certification violation in Shanghai,Gucci,NEGATIVE,-0.9873327612876892
2023-08-09T12:30:24Z,Bloomberg,"AI, Electric Cars Like Tesla Are Target of Hedge Fund Short Bets ...",Gucci,NEGATIVE,-0.9974914789199829
2023-08-07T10:31:49Z,Luxurylaunches,"Packed with Hermes, Chanel, and Gucci items, Lauren Sanchez ...",Gucci,POSITIVE,0.9980127811431885
2023-08-17T14:52:48Z,tnonline.com,Tamaqua stands firm on student dress code – Times News Online,Gucci,POSITIVE,0.9824371337890625
2023-08-17T16:41:23Z,Daily Record,"M&S selling £25 black handbag that looks similar to £2,400 Prada Cleo accessory",Prada,NEGATIVE,-0.9930075407028198
2023-08-16T08:09:56Z,World Trademark Review,Good news for Prada as General Court confirms likelihood of ...,Prada,POSITIVE,0.9996693134307861
2023-08-15T16:38:00Z,Yahoo Canada Sports,Hailey Bieber Pairs Her Slinky Lime-Green Prada Top With a Matching Bag,Prada,NEGATIVE,-0.9636370539665222
2023-08-06T21:36:44Z,Premium beauty,Prada enters the beauty arena with refillable skincare and makeup ...,Prada,POSITIVE,0.9971985816955566
2023-08-15T14:26:00Z,Dazed,"First Prada, now Supreme: HR Giger’s Aliens are rampaging through fashion",Prada,NEGATIVE,-0.633354902267456
2023-08-16T14:56:58Z,HELLO!,Lily James champions the Prada bag trend that just won’t quit,Prada,POSITIVE,0.9986249208450317
2023-08-14T09:30:00Z,ArchDaily,OMA's Prada Foundation Through the Lens of Bahaa Ghoussainy,Prada,POSITIVE,0.9975290894508362
2023-07-28T07:00:00Z,WWD,Prada Beauty Is Launching Makeup and Skin Care: EXCLUSIVE ...,Prada,POSITIVE,0.9957467913627625
2023-08-15T10:14:40Z,Wallpaper*,Silvia Prada’s red-hot lipstick shoot for Wallpaper,Prada,NEGATIVE,-0.7908886671066284
2023-08-03T07:00:00Z,Modern Retail,Luxury brands like Prada and Burberry are stepping into sports,Prada,POSITIVE,0.9969491362571716
2023-08-14T17:59:05Z,Entertainment Tonight,"The Best Amazon Deals on Designer Sunglasses: Shop Ray-Ban, Gucci, Prada, Kate Spade, Versace, Oakley and More",Prada,POSITIVE,0.9991670846939087
2023-08-13T00:30:00Z,The Economic Times,"Digital wears Prada: As tech meets luxury, IT majors find a new ray of hope",Prada,POSITIVE,0.9331958889961243
2023-07-27T07:00:00Z,Prada Group,Prada S.p.A. approves results as of 30 June 2023,Prada,POSITIVE,0.9917401075363159
2023-07-24T07:00:00Z,WWD,"Prada Mode Heads to South Korea, Coincides With Frieze Seoul",Prada,POSITIVE,0.9807974100112915
2023-07-28T07:00:00Z,Prada Group,Prada Group announces the partnership with ZDHC,Prada,POSITIVE,0.9964103102684021
2023-08-11T14:38:49Z,Harper's BAZAAR,Gigi Hadid Pairs Her Go-To Prada Tote Bag With the Sneakers of ...,Prada,NEGATIVE,-0.9861232042312622
2023-07-27T07:00:00Z,Yahoo Canada Sports,Prada Eyeing Brand Extension With Beauty,Prada,POSITIVE,0.9941117167472839
2023-08-03T07:00:00Z,Haute Living,Prada Introduces Pink Gold To Its Fine Jewelry Collection,Prada,POSITIVE,0.9995724558830261
2023-07-25T07:00:00Z,Yahoo News Canada,The viral (and super expensive) Prada sunglasses are 55% off on Amazon — you have to see the price!,Prada,NEGATIVE,-0.873346209526062
2023-08-11T09:56:08Z,Yahoo Canada Finance,Gird your loins! A The Devil Wears Prada themed dining experience is coming to London,Prada,POSITIVE,0.9764158129692078
2023-08-01T07:00:00Z,HYPEBEAST,Raf Simons' Prada Drops FW23 Runway Sneakers,Prada,NEGATIVE,-0.9980871677398682
2023-08-11T23:00:28Z,Hollywood Reporter,"Fall’s Must-Have Designer Bags: Gucci’s Tom Ford-Era Horsebit Clutch Returns, Prada Goes Trapezoid",Prada,POSITIVE,0.9748060703277588
2023-07-25T12:03:14Z,Fashion Network US,Prada becomes official partner of China's women's national football ...,Prada,POSITIVE,0.9982730150222778
2023-08-11T16:21:04Z,Hindustan Times,Jaya Prada jailed for 6 months with a fine in old case,Prada,NEGATIVE,-0.9569940567016602
2023-08-03T23:06:54Z,Simply Wall St,We Think Prada (HKG:1913) Can Manage Its Debt With Ease,Prada,POSITIVE,0.9935944676399231
2023-07-28T07:00:00Z,Yahoo Canada Finance,"Gucci, Prada, Burberry, and More Luxury Brands Saw Their U.S. Sales Drop in Q2",Prada,NEGATIVE,-0.9975728392601013
2023-08-06T07:00:00Z,Page Six,"Kevin Costner’s estranged wife goes to bank with $5,000 Prada purse after begging court for more child support",Prada,NEGATIVE,-0.9902278184890747
2023-08-14T07:00:00Z,Legacy.com,Maria Urrea De Prada Obituary - Cano Funeral Home - 2023,Prada,NEGATIVE,-0.830611526966095
2023-08-15T13:25:50Z,Footwear News,Eiza Gonzalez Has a Preppy Moment in Leather Prada Loafers and Plaid Miniskirt,Prada,NEGATIVE,-0.9831611514091492
2023-07-27T07:00:00Z,WWD,Fondazione Prada in Milan to Rename Its Cinema After Jean-Luc ...,Prada,POSITIVE,0.9917097687721252
2023-08-04T07:00:00Z,Glossy,"Week in Review: Birkenstock's IPO, Prada's beauty launch and ...",Prada,POSITIVE,0.950503945350647
2023-07-19T07:00:00Z,Hunger TV,"Step aside, Prada – Loewe takes the crown as fashion's hottest brand",Prada,POSITIVE,0.9996436834335327
2023-08-14T21:18:42Z,Katie Couric Media,"Meryl Streep Facts: Daughters, John Cazale & Devil Wears Prada ...",Prada,POSITIVE,0.9689742922782898
2023-08-15T20:11:00Z,Sportskeeda,"Simone Biles gloats as Jonathan Owens spoils her with Prada, Jacquemus bags - ""Makes my heart melt""",Prada,POSITIVE,0.978679895401001
2023-08-02T07:00:00Z,WSLS 10,Paris & Prada find forever homes after being at the shelter for nearly ...,Prada,POSITIVE,0.9992110729217529
2023-08-17T18:51:24Z,The New York Times,"This Season, Feminine Styles Have a Rough Edge",Prada,NEGATIVE,-0.8036764860153198
2023-08-17T07:38:26Z,L'Officiel Singapore,8 Chic Designer Backpacks to Go Back to School in Style,Prada,POSITIVE,0.9624736905097961
2023-07-27T07:00:00Z,Who What Wear,"Gigi Hadid Turned Summer's ""Beachiest"" It Bag Into an Airport Tote",Prada,NEGATIVE,-0.9538397789001465
2023-07-26T07:00:00Z,TL Magazine,Everybody Talks About the Weather at the Prada Foundation ...,Prada,POSITIVE,0.9961305856704712
2023-08-11T10:38:36Z,grmdaily.com,"D-Block Europe & RAYE join Cassö for ""Prada""",Prada,POSITIVE,0.9343705773353577
2023-08-02T07:00:00Z,Liverpool Echo,"Marks and Spencer’s latest £25 accessory looks similar to a £2,400 Prada bag",Prada,NEGATIVE,-0.9973486661911011
2023-08-17T06:47:39Z,Digital Journal,"Hoodies & Sweatshirts Market Share, Size and Forecast to 2030 ...",Prada,POSITIVE,0.9785007834434509
2023-08-10T18:56:49Z,Footwear News,Nina Dobrev is Combat-Ready in Prada’s Lug-Soled Monolith Boots,Prada,NEGATIVE,-0.9531965255737305
2023-08-02T07:00:00Z,HYPEBEAST,"Best Drops 2023 August Week 1 - Palace, Prada, THUG CLUB",Prada,NEGATIVE,-0.9484493732452393
2023-08-06T07:00:00Z,The Manual,"Oakley, Ray-Ban, Prada, and more: Our favorite sunglasses for ...",Prada,POSITIVE,0.9956554174423218
2023-08-09T12:00:40Z,Gotham | Modern Luxury,Prada's Black Calf Leather Shoe Was A Standout On The Runway In ...,Prada,POSITIVE,0.9987125396728516
2023-07-25T07:00:00Z,Hollywood Reporter,The Best Designer Tote Bags For Show-Stopping Summer Style,Prada,POSITIVE,0.99982088804245
2023-08-16T08:22:31Z,The Chaminade Talon,"Luxury Apparels Market 2023 Strategic Outlook- Kering, Versace ...",Prada,POSITIVE,0.9968735575675964
2023-08-09T06:53:43Z,PINKVILLA,"Mouni Roy serves luxury in iconic Prada bag, sexy black co-ord, and ...",Prada,POSITIVE,0.9970494508743286
2023-08-13T14:45:00Z,TheThings,Emily Blunt Never Expected To Become Famous Thanks To The ...,Prada,POSITIVE,0.9990083575248718
2023-08-06T07:00:00Z,My Central Jersey,Marty's Place helps seniors and senior dogs with pet assistance ...,Prada,POSITIVE,0.9697422385215759
2023-08-16T17:16:00Z,Dazed,The Costume Institute’s new show really said ‘women are my favourite guy’,Prada,POSITIVE,0.9944323897361755
2023-07-20T07:00:00Z,Fashion Network US,Burberry names ex-Prada CFO a non-exec director,Prada,NEGATIVE,-0.9973256587982178
2023-07-23T07:00:00Z,Sydney Morning Herald,"Louise paid $2500 for her dream bag, but says she was sold a ‘superfake’",Prada,NEGATIVE,-0.9962410926818848
2023-08-01T07:00:00Z,Yahoo Movies Canada,Cameron Diaz Paired a Straw Hat With a Prada Fanny Pack During a Date With Benji Madden,Prada,NEGATIVE,-0.9764468669891357
2023-08-10T20:41:48Z,OK!,Kevin Costner's Ex Christine Baumgartner Flaunts Prada Purse After ...,Prada,NEGATIVE,-0.9617332816123962
2023-08-14T10:19:58Z,The Irish Sun,Shoppers are tripping over themselves to get a trendy New Look skirt… and it’s £714 cheaper than a Prada ve...,Prada,NEGATIVE,-0.7699988484382629
2023-08-03T07:00:00Z,Just Jared,"The Richest 'Devil Wears Prada' Stars, Ranked by Net Worth (No. 1 ...",Prada,POSITIVE,0.9811672568321228
2023-08-07T07:00:00Z,Twisted Sifter,"'When the events were done, she'd just return.' A Retail Worker ...",Prada,NEGATIVE,-0.9874318838119507
2023-07-19T07:00:00Z,farfetch.com,The raffia bag is the accessory of the summer,Prada,NEGATIVE,-0.5780798196792603
2023-07-31T07:00:00Z,Looper,Oppenheimer: Emily Blunt Had A Real Life Devil Wears Prada ...,Prada,POSITIVE,0.984386146068573
2023-08-11T20:37:11Z,Footwear News,Michael Jordan’s Daughter Jasmine Jordan Chicly Parties at Beyoncé Concert in Prada Platform Boots,Prada,NEGATIVE,-0.5611557960510254
2023-08-17T11:51:57Z,Derbyshire Live,Shoppers loving New Look Barbie-style shirt for just £22,Prada,POSITIVE,0.6728371381759644
2023-08-14T05:00:00Z,Wallpaper*,In fashion: the best of A/W 2023 in 12 striking looks,Prada,POSITIVE,0.9998470544815063
2023-07-26T07:00:00Z,Highsnobiety,Timothée Chalamet Is a Quiet Flex King in Prada & Pine Green 4s,Prada,POSITIVE,0.9924482107162476
2023-08-16T14:58:33Z,The Chaminade Talon,Sweatshirt Market 2023-2029 In-Depth Analysis and Future Forecast ...,Prada,POSITIVE,0.9820776581764221
2023-08-09T23:38:04Z,Daily Mail,Amelia Hamlin shows off her toned frame in a skimpy red bikini and Prada cowboy hat while on vacation,Prada,NEGATIVE,-0.6940006613731384
2023-08-17T12:16:04Z,Derbyshire Live,John Lewis now selling a De'Longhi coffee machine dupe for kids,Prada,NEGATIVE,-0.9970805048942566
2023-07-19T07:00:00Z,Birmingham Live,"Fake Dior, Chanel and Prada perfumes seized from market",Prada,NEGATIVE,-0.9991655349731445
2023-08-13T18:02:22Z,Mirchi Plus,Jaya Pradas iconic Bollywood songs era,Prada,POSITIVE,0.9996848106384277
2023-07-20T07:00:00Z,Prada Group,F/W 2023 campaign: Miu Miu Live!,Prada,POSITIVE,0.9933125376701355
2023-08-14T15:21:00Z,Las Vegas Review-Journal,When We Were Young Festival adds a host of side shows,Prada,POSITIVE,0.9936017394065857
2023-08-16T07:27:01Z,The Chaminade Talon,Global Luxury Footwear Market New Study Of Trend And Forecast ...,Prada,POSITIVE,0.9975025057792664
2023-08-17T08:48:21Z,Digital Journal,Polo Shirt Market 2023-2030 | Unlocking Opportunities | Analysis ...,Prada,POSITIVE,0.9983735084533691
2023-08-14T17:27:17Z,Yahoo Movies Canada,The ‘wife pleaser’ — why white tank tops are having a renaissance,Prada,POSITIVE,0.9937923550605774
2023-08-16T01:00:00Z,Irish Examiner,Skirting the issue: Find the perfect skirt to fit your style this season,Prada,POSITIVE,0.9982748031616211
2023-08-14T19:18:38Z,Grazia India,Weekly Round-Up: Pop Culture And Fashion Moments On Our Radar,Prada,POSITIVE,0.9955796599388123
2023-08-14T07:04:48Z,The Chaminade Talon,"Luxury Wallets Market Segmentation, Demand and Forecast ...",Prada,POSITIVE,0.601111114025116
2023-08-17T16:23:55Z,Redbook,These Weird Tourist Attractions Should Be on Your Bucket List,Prada,NEGATIVE,-0.9815273880958557
2023-07-27T07:00:00Z,NDTV Swirlster,Jacqueline Fernandez's Snazzy Street Style Came With Red Pants And A ₹65K Prada Denim Bralette,Prada,POSITIVE,0.7210773825645447
2023-06-27T07:00:00Z,Prada Group,Prada Group and IOC/UNESCO announce a new enhanced ...,Prada,POSITIVE,0.9991082549095154
2023-08-10T00:00:14Z,Style,"8 luxury bags made famous in films and TV shows, from Mean Girls to SATC",Prada,POSITIVE,0.9212651252746582
2023-03-20T07:00:00Z,Prada Group,Prada Group and Forestami present Forestami Academy,Prada,POSITIVE,0.9649435877799988
2023-07-05T07:00:00Z,Prada Group,Prada F/W 2023 campaign: “In conversation with a flower”,Prada,POSITIVE,0.9941137433052063
2023-06-30T07:00:00Z,Sharp Magazine,Meet The Prada Double Match Shirt,Prada,POSITIVE,0.9925852417945862
2023-06-02T07:00:00Z,S/ magazine,Scarlett Johansson Stars in Prada's Vivid Dreamscape for Latest ...,Prada,POSITIVE,0.9998205304145813
2023-08-15T19:11:28Z,Los Alamos Reporter,Lena Zielie's Apple Pie Is Grand Champion Of Los Alamos County ...,Prada,POSITIVE,0.9996321201324463
